"Molecule","Molecule name","Atom count","Bond count"
"OC[C@@H]1O[C@@H](O)C[C@H](O)[C@@H]1O","ZINC000000901497",23,23
"CO[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O","ZINC000000968163",27,27
"CC[NH2+][C@@H](CC(N)=O)C(O)=O","ZINC000003650915",23,22
"Nc1cc(=O)[nH]c2cnnn12","ZINC000006499692",16,17
"Nc1n(O)c(O)nc2ncnc12","ZINC000017174318",17,18
"CC(=O)Nc1nc(N)nc(N)n1","ZINC000001869711",20,20
"OC[C@@H](O)Cn1ccc(=O)[nH]c1=O","ZINC000001439775",23,23
"COc1n\c(=N/N)[nH]c2nnnn12","ZINC000004580226",19,20
"OC[C@H](O)Cn1ccc(=O)[nH]c1=O","ZINC000001439776",23,23
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H]1O","ZINC000001530353",20,20
"OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","ZINC000001530434",24,24
"OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1F","ZINC000002507159",23,23
"OC[C@H]1O[C@H](O)[C@H](O)[C@@H](F)[C@H]1O","ZINC000002507158",23,23
"C[C@@H](O[C@H](C)C(N)=O)C(N)=O","ZINC000001561553",23,22
"OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@H]1O","ZINC000001532750",24,24
"OC[C@@H]1O[C@@H](O)C[C@H](O)[C@H]1O","ZINC000001532691",23,23
"OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O","ZINC000001532739",24,24
"C[C@@](O)(CO)C[C@](C)(O)CO","ZINC000001577880",27,26
"OC1=N[N+](C(O)=C1)=C1NCCN1","ZINC000001590883",20,21
"OCCN(CO)CCO","ZINC000001590821",22,21
"CS(=O)(=O)CCNC(N)=O","ZINC000001695685",20,19
"OC[C@H](O)COC[C@@H](O)CO","ZINC000001648174",25,24
"CS(=O)(=O)CN","ZINC000069714749",13,12
"OC[C@@H](O)COC[C@H](O)CO","ZINC000001648173",25,24
"OCc1c(C=O)[nH]c(=O)[nH]c1=O","ZINC000001642477",18,18
"CS(=O)(=O)N(CCO)CCO","ZINC000040751839",24,23
"CS(=O)(=O)CNC=O","ZINC000149559825",15,14
"CC(=O)Oc1c[nH]c(=O)[nH]c1=O","ZINC000001566431",18,18
"CS(=O)(=O)[C@@H]1C[C@@]1([NH3+])C(O)=O","ZINC000217960871",20,20
"CS(=O)(=O)[C@@H]1C[C@@]1(C[NH3+])C(O)=O","ZINC000217958404",23,23
"CS(=O)(=O)Nc1nc(N)n[nH]1","ZINC000225971883",18,18
"CS(=O)(=O)[C@@H]1CC1(CO)CO","ZINC000217960097",23,23
"CS(=O)(=O)[C@@H]1C[C@]1([NH3+])C(O)=O","ZINC000217961028",20,20
"CS(=O)(=O)c1c[nH]c(=O)[nH]c1=O","ZINC000001685271",18,18
"CC(C)([C@H]([NH3+])C(O)=O)[C@H]([NH3+])C(O)=O","ZINC000001694469",27,26
"CS(=O)(=O)[C@H]1C[C@@]1(C[NH3+])C(O)=O","ZINC000217958469",23,23
"CC(C)([C@@H]([NH3+])C(O)=O)[C@H]([NH3+])C(O)=O","ZINC000001694470",27,26
"CC(C)([C@@H]([NH3+])C(O)=O)[C@@H]([NH3+])C(O)=O","ZINC000001694472",27,26
"CS(=O)(=O)[C@H]1C[C@]1([NH3+])C(O)=O","ZINC000217961107",20,20
"CS(=O)(=O)[C@@H]1C[C@]1(C[NH3+])C(O)=O","ZINC000217958547",23,23
"CS(=O)(=O)[C@H]1C[C@@]1([NH3+])C(O)=O","ZINC000217960945",20,20
"CS(=O)(=O)c1cc(=O)[nH]c(=O)[nH]1","ZINC000001666762",18,18
"CS(=O)(=O)[C@H]1C[C@]1(C[NH3+])C(O)=O","ZINC000217958635",23,23
"CS(=O)(=O)[C@H]1CC1(CO)CO","ZINC000217960161",23,23
"O[C@H]1N[C@@H](O)N[C@@H](O)N1","ZINC000001700333",18,18
"CC(=O)[C@@H](CO)S(C)(=O)=O","ZINC000096518772",20,19
"OCCN1CCN(CCO)C1=S","ZINC000001729693",26,26
"OC[C@H]1OCOC(CO)(CO)[C@H]1O","ZINC000001757215",27,27
"OC[C@@H]1OCOC(CO)(CO)[C@@H]1O","ZINC000001757211",27,27
"OC[C@@H]1OCOC(CO)(CO)[C@H]1O","ZINC000001757213",27,27
"CC[NH2+][C@H](CC(N)=O)C(O)=O","ZINC000001600067",23,22
"NC1CCNC(N)N1O","ZINC000021984663",15,15
"Nc1ccn(CCO)c(=O)n1","ZINC000001625220",20,20
"Nc1cn2ncnc2c(=O)[nH]1","ZINC000001580007",16,17
"CN(C)C(=O)Cn1cc(CO)nn1","ZINC000052221654",25,25
"Nc1n[nH]c(n1)-n1ncnc1N","ZINC000095116178",18,19
"NC1=NN(O)C(N)=NN1O","ZINC000005123717",14,14
"O[C@H]1[C@@H]2CO[C@@H](O2)[C@@H](O)[C@H]1O","ZINC000002122676",21,22
"NC(=O)C1(N)COC1","ZINC000087597519",16,16
"Nc1nc(=O)n(C[C@@H](O)CO)s1","ZINC000008655469",21,21
"Nc1nc(=O)cc(NCCO)[nH]1","ZINC000017314283",22,22
"Nc1nc(=O)c2N[C@H](O)Nc2[nH]1","ZINC000039132896",19,20
"Nc1n[nH]nc1NC=O","ZINC000005380621",14,14
"Nc1nc(=O)c2N[C@@H](O)Nc2[nH]1","ZINC000039132895",19,20
"Nc1[nH]c(=O)nc2[nH]c(=O)[nH]c12","ZINC000095617504",17,18
"Nc1nc(=O)n(C[C@H](O)CO)s1","ZINC000017176697",21,21
"N[C@@H]1NC(=O)N=C(N)C1=O","ZINC000075528344",16,16
"Nc1[nH]c(=O)nc2n(CCO)ncc12","ZINC000003852436",23,24
"NC1NC(N)N(O)C(N)C1NCO","ZINC000001705604",23,23
"Nc1nc(CO)cc(=O)[nH]1","ZINC000030678613",17,17
"Nc1nc(N)n(N)c(=S)n1","ZINC000006494845",16,16
"Nc1nc(N)c(NC(=O)CO)c(N)n1","ZINC000004963606",24,24
"Nc1nc(NCO)nc(NCO)n1","ZINC000005178906",23,23
"Nc1nc(N)c2cnnn2n1","ZINC000017322468",16,17
"Nc1nc(N)nc(CCO)n1","ZINC000006261688",20,20
"Nc1nc(=O)c(NC=O)c(N)[nH]1","ZINC000013527470",19,19
"Nc1nc2NC(=O)Cc2c(=O)[nH]1","ZINC000018204232",18,19
"Nc1nc2c([nH]1)[nH]c(=O)[nH]c2=O","ZINC000001602796",17,18
"CC(=O)[C@H](CO)S(C)(=O)=O","ZINC000096518773",20,19
"Nc1nc2c([nH]c(=O)[nH]c2=O)c(=O)[nH]1","ZINC000004878845",19,20
"Nc1nc2C(=O)NCc2c(=O)[nH]1","ZINC000008617482",18,19
"OC[C@H]1O[C@@H](O)C[C@@H]1O","ZINC000002504594",19,19
"Nc1nc2[nH]c(CO)nc2c(=O)[nH]1","ZINC000014982069",20,21
"Nc1nc2n(CCO)cnc2c(=O)[nH]1","ZINC000001672213",23,24
"O[C@@H]1[C@H]2CO[C@H](O2)[C@@H](O)[C@@H]1O","ZINC000002508339",21,22
"Nc1nc2ncc(CO)nc2c(=O)[nH]1","ZINC000016051887",21,22
"Nc1nc2ncn(CCO)c2c(=O)[nH]1","ZINC000016957456",23,24
"Nc1nc[nH]c(=O)c1NC=O","ZINC000016980621",17,17
"OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1F","ZINC000002522540",23,23
"Nc1ncnc(N)c1S(N)(=O)=O","ZINC000001692412",19,19
"NC1NCCNN1O","ZINC000001558203",12,12
"OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H]1F","ZINC000002539800",19,19
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O","ZINC000002545114",24,24
"OC[C@@H]1O[C@@H](O)C[C@@H](O)[C@H]1O","ZINC000002539701",23,23
"Nc1ncnc2NC=NS(=O)(=O)c12","ZINC000017780031",18,19
"Nc1nnc(=O)[nH]n1","ZINC000038700909",11,11
"Nc1nn(C[C@H](O)CO)c(=O)s1","ZINC000008655470",21,21
"Nc1nn(C[C@@H](O)CO)c(=O)s1","ZINC000016952851",21,21
"Nc1nnc(N)n1-n1c(N)nnc1N","ZINC000008655818",22,23
"Nc1nncnn1","ZINC000008251252",10,10
"Nc1nnn(CCO)n1","ZINC000016954938",16,16
"Nc1nsnc1C(=O)NCCO","ZINC000002578351",20,20
"Nn1c(CO)nnc1CO","ZINC000002379689",18,18
"Nn1cnc2nccnc2c1=O","ZINC000001590039",17,18
"Nn1cnc2n[nH]cc2c1=O","ZINC000005479371",16,17
"COCC(=O)N1CC(O)C1","ZINC000062809431",21,21
"Nn1c(=O)cn[nH]c1=O","ZINC000016382953",13,13
"C[C@H]1Nc2[nH]c(N)nc(=O)c2N[C@H]1C","ZINC000063972133",27,28
"CNC(=O)C(=O)NCCCO","ZINC000003072876",23,22
"CNC(=O)C(=O)NC[C@H](C)O","ZINC000003072877",23,22
"OC1N[C@@H](O)[C@H](O)N1","ZINC000003099341",16,16
"OC1N[C@H](O)[C@@H](O)N1","ZINC000003099344",16,16
"OC(O)(O)C(=O)C(F)(F)F","ZINC000008698296",13,12
"CCOC(=O)\C=C(/N)C(N)=O","ZINC000021945177",21,20
"OCCn1cnnn1","ZINC000003117733",14,14
"OC[C@@H]1O[C@H](O)C[C@@H](O)[C@H]1O","ZINC000003606178",23,23
"C[C@@H]1O[C@H](O)C[C@H](O)[C@@H]1O","ZINC000003606351",22,22
"OCNC(=O)CCN1CC1","ZINC000001661241",22,22
"O=c1nc([nH]c(=O)[nH]1)N1CC[NH2+]CC1","ZINC000205220209",25,26
"OC[C@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O","ZINC000003830879",24,24
"O=c1ccc(=O)c2c1ccc(=O)c2=O","ZINC000003845653",18,19
"OCC(=O)COCC(=O)CO","ZINC000197960389",21,20
"OCCNC(=O)CN1CCOCC1","ZINC000034798328",29,29
"OC[C@H](O)[C@@H](O)C(=O)CO","ZINC000096901137",20,19
"OC[C@H](O)[C@H](O)[C@H](O)C(=O)CO","ZINC000005131823",24,23
"OC[C@@H]1OC[C@@H](O)[C@@H]1O","ZINC000003870120",19,19
"OC[C@@H]1OC[C@H](O)[C@H]1O","ZINC000003870121",19,19
"OC[C@@H]1O[C@H](O)C[C@@H](O)[C@@H]1O","ZINC000003869223",23,23
"OC[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O","ZINC000003870730",23,23
"OC[C@@H]1OC[C@@H](O)[C@H]1O","ZINC000003870122",19,19
"O[C@@H]1O[C@H](CF)[C@@H](O)[C@H](O)[C@H]1O","ZINC000003956756",23,23
"OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](F)[C@@H]1O","ZINC000003956763",23,23
"O[C@@H]1[C@H]2CO[C@H](O2)[C@H](O)[C@@H]1O","ZINC000004081934",21,22
"O[C@@H]1O[C@@H](CF)[C@@H](O)[C@@H](O)[C@H]1O","ZINC000003956759",23,23
"CO[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O","ZINC000003978754",27,27
"O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@H]1O","ZINC000004097493",23,23
"OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O","ZINC000004097151",24,24
"OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","ZINC000004097152",24,24
"O[C@@H]1CO[C@@H](O)[C@H](O)[C@@H]1O","ZINC000004097544",20,20
"O[C@@H]1[C@@H]2CO[C@@H](O2)[C@@H](O)[C@H]1O","ZINC000004087597",21,22
"OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O","ZINC000004095660",24,24
"NC1=C[C@H]2N(C1)NC=NC2=O","ZINC000329041842",19,20
"NC1=C[C@@H]2N(C1)NC=NC2=O","ZINC000329041845",19,20
"OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O","ZINC000004228313",24,24
"OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@H]1O","ZINC000004329330",23,23
"OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1F","ZINC000004329332",23,23
"OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@H]1O","ZINC000004329331",23,23
"C[C@@H]1OCO[C@@H](CO)[C@@H](O)[C@H]1O","ZINC000004353230",26,26
"OC[C@H]1OCO[C@H](CO)C1O","ZINC000004353224",23,23
"OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@H]1O","ZINC000004329329",23,23
"O[C@H]1O[C@H](CF)[C@@H](O)[C@H](O)[C@H]1O","ZINC000004348088",23,23
"OCCNC(=O)C(=O)NC1CC1","ZINC000009994647",24,24
"OC[C@@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O","ZINC000004403356",23,23
"OCCNC(=O)OCCO","ZINC000001600100",21,20
"OC[C@]12OC[C@H](O1)[C@H](O)[C@H](O)[C@@H]2O","ZINC000004403638",25,26
"OC[C@]12OC[C@H](O1)[C@@H](O)[C@H](O)[C@@H]2O","ZINC000004403639",25,26
"OCCNC(=O)c1nnc[nH]1","ZINC000005670139",19,19
"OCCNC(=O)NCO","ZINC000005725089",19,18
"O[C@@H]1CO[C@H]2[C@H](O)CO[C@@H]12","ZINC000004521363",20,21
"OCNC(=O)N[C@H]1NC(=O)NC1=O","ZINC000005052934",21,21
"OCNC(=O)N[C@@H]1NC(=O)NC1=O","ZINC000001726062",21,21
"OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1F","ZINC000004544460",23,23
"O[C@@H]1O[C@H](CF)[C@@H](O)[C@H](O)[C@@H]1O","ZINC000004544535",23,23
"OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1F","ZINC000004544456",23,23
"O[C@@H]1O[C@H](CF)[C@H](O)[C@H](O)[C@@H]1O","ZINC000004544532",23,23
"OC[C@H]1OCO[C@H](CO)[C@@H](O)[C@@H]1O","ZINC000004521673",27,27
"OC[C@H]1O[C@@H](O)[C@@H](F)[C@@H](O)[C@@H]1O","ZINC000004544633",23,23
"O[C@H]1[C@H](O)[C@H](O)[C@]2(CO2)[C@@H](O)[C@H]1O","ZINC000004726491",25,26
"CN1C[C@H](CO)OCC1=O","ZINC000212040281",21,21
"CCOC(=O)CNC(=O)CO","ZINC000001707281",22,21
"CO[C@H]1[C@@H](O)[C@H](C)O[C@@H](O)[C@H]1O","ZINC000004831370",26,26
"OC[C@H]1O[C@@H](O)[C@@H](CO)O[C@H]1O","ZINC000004804571",24,24
"OC[C@H]1O[C@H](O)[C@H](CO)O[C@H]1O","ZINC000004804574",24,24
"C[C@@H]1O[C@@H](O)C[C@@H](O)[C@@H]1O","ZINC000004831364",22,22
"CO[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O)[C@H]1O","ZINC000004831369",26,26
"OC[C@H]1O[C@@H](O)[C@H](CO)O[C@H]1O","ZINC000004804572",24,24
"OC[C@H]1O[C@@H](O)[C@@H](CO)O[C@@H]1O","ZINC000004804573",24,24
"O[C@@H]([C@H](O)[C@@H]1CO1)[C@H]1CO1","ZINC000004963500",20,21
"O[C@@H]([C@@H](O)[C@H]1CO1)[C@@H]1CO1","ZINC000004963497",20,21
"CCOC(=O)CS(N)(=O)=O","ZINC000038136964",19,18
"OC[C@@H](O)[C@@H]1OCO[C@@H](CO)[C@H]1O","ZINC000005063502",27,27
"OC[C@@H](O)[C@@H]1OCO[C@H](CO)[C@@H]1O","ZINC000005063499",27,27
"O[C@H](CF)[C@H](O)[C@H](O)[C@H](O)CF","ZINC000005048007",24,23
"OC[C@@H](O)[C@@H]1OCO[C@H](CO)[C@H]1O","ZINC000005063501",27,27
"C[C@@H]1NC(=O)C2=C1C(=O)NC(=O)C2","ZINC000005084621",21,22
"CC(=S)NC=C(C(N)=O)C(N)=O","ZINC000001636597",21,20
"OC[C@H](O)[C@@H]1CO1","ZINC000005157222",15,15
"OC[C@@H](O)[C@@H]1CO1","ZINC000005157219",15,15
"OC[C@H](O)[C@H]1CO1","ZINC000005134892",15,15
"OC[C@H]1O[C@@H](O)C[C@H](O)[C@@H]1O","ZINC000005224720",23,23
"C[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O","ZINC000005225021",23,23
"O[C@H]1C[NH2+][C@H](C1)C(=O)NCC(O)=O","ZINC000032231225",25,25
"OC[C@H]1S[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","ZINC000005329714",24,24
"OC[C@@H]1S[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O","ZINC000005329712",24,24
"O[C@@H]1C[NH2+][C@@H](C1)C(=O)NCC(O)=O","ZINC000032231227",25,25
"O[C@@H]1C[NH2+][C@H](C1)C(=O)NCC(O)=O","ZINC000002384945",25,25
"OC[C@H]1S[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O","ZINC000005329710",24,24
"OC[C@H]1OCOC(CO)(CO)[C@@H]1O","ZINC000005338958",27,27
"OC[C@H]1O[C@@H](O)C[C@H](O)[C@H]1O","ZINC000005227062",23,23
"CC(C)CNC(=O)C(=O)NCCO","ZINC000005380503",29,28
"CCOC(=O)NC(C(N)=O)C(N)=O","ZINC000001644931",24,23
"CC(C)NC(=O)C(=O)NCCO","ZINC000005380985",26,25
"NC(=[NH2+])NS(O)(O)O","ZINC000059300609",13,12
"NC(=O)C(=O)NC[C@@H]1CCCO1","ZINC000059391864",24,24
"NC(=O)C(=O)NC[C@H]1CCCO1","ZINC000059391863",24,24
"OC[C@@H]1C[C@H](C[NH2+]1)NC(O)=O","ZINC000098181554",23,23
"NC(=O)C(=O)NC1CC1","ZINC000059446801",17,17
"OC1CNC(=S)NC1","ZINC000005600689",16,16
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](F)[C@@H]1O","ZINC000005829972",23,23
"OC[C@H]1O[C@H]2NC(=S)O[C@@H]2[C@@H]1O","ZINC000005830089",21,22
"OC[C@@H]1O[C@H]2NC(=S)O[C@@H]2[C@@H]1O","ZINC000005830453",21,22
"OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](F)[C@@H]1O","ZINC000005830436",23,23
"OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](F)[C@H]1O","ZINC000005830384",23,23
"OC[C@H]1O[C@H]2NC(=S)O[C@@H]2[C@H]1O","ZINC000005829894",21,22
"C[C@@H](CNC(N)=O)NC(N)=O","ZINC000002042846",23,22
"OC[C@@H]1O[C@H]2NC(=S)O[C@@H]2[C@H]1O","ZINC000005830396",21,22
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](F)[C@H]1O","ZINC000005829847",23,23
"CNC(=O)[C@H]1COCCN1","ZINC000078737677",22,22
"CNC(=O)[C@@H]1COCCN1","ZINC000078737674",22,22
"C[C@@H](CO)NN[C@@H](C)CO","ZINC000019167306",26,25
"C[C@@H](CO)NN[C@H](C)CO","ZINC000019167308",26,25
"CCOC(=O)[C@@H]1CC(=O)NC(=N)N1","ZINC000016991171",24,24
"OCCCNc1c[nH]c(=O)[nH]c1=O","ZINC000006526089",24,24
"C[C@@H](CS(C)(=O)=O)NN","ZINC000104569005",21,20
"C[C@@H]1O[C@H](O)[C@@H](F)[C@H](O)[C@@H]1O","ZINC000006499605",22,22
"CCOC(=O)[C@@H]1CNC(=O)C1=O","ZINC000005053071",21,21
"CCOC(=O)[C@@H]1NC(=O)CNC1=O","ZINC000001698411",23,23
"OCNC(=O)NCNC(=O)NCO","ZINC000096675088",25,24
"C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC1=O","ZINC000008076666",27,27
"O[C@H]1[C@@H]2CO[C@@H](O2)[C@H](O)[C@H]1O","ZINC000008681526",21,22
"C[C@@H]([NH3+])C(=O)N[C@@H](C)P(O)(O)=O","ZINC000037011462",25,24
"C[C@@H](O)[C@@H](NC(=O)[C@@H](C)[NH3+])C(O)=O","ZINC000004533816",27,26
"CCOC(=O)[C@H]1CC(=O)NC(=N)N1","ZINC000017313117",24,24
"CO[C@@H]1C[C@H](O)[C@H](O)[C@@H](CO)O1","ZINC000200056028",26,26
"O[C@H]1CO[C@@H]2[C@H](O)CO[C@@H]12","ZINC000012358743",20,21
"CCOC(=O)[C@H]1CNC(=O)C1=O","ZINC000005575556",21,21
"OC[C@@H]1OCO[C@@H](CO)[C@H](O)[C@@H]1O","ZINC000012363457",27,27
"CCOC(=O)[C@H]1NC(=O)CNC1=O","ZINC000004804654",23,23
"OC[C@H]1OCO[C@@H](CO)[C@@H](O)[C@H]1O","ZINC000012363454",27,27
"OCCN\C=C1\CC(=O)NC1=O","ZINC000004689535",22,22
"N[C@@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O","ZINC000201997144",25,25
"C[C@@H]([NH3+])[C@@H](N)C(O)=O","ZINC000095483612",18,17
"C[C@@H]([NH3+])[C@H](N)C(O)=O","ZINC000095483610",18,17
"O[C@H]1[C@@H]2CO[C@H]1[C@H](O)[C@H](O)O2","ZINC000013360356",21,22
"Oc1cc(=O)[nH]c(n1)N1CCOCC1","ZINC000100028592",25,26
"O=C1CC(=O)NC(=O)C1","ZINC000100285599",14,14
"O=C1CC(=O)NCCN1","ZINC000001721186",17,17
"O=C1CCC(=O)NN1","ZINC000004428982",14,14
"CCn1c2c([nH]c1=O)[nH]c(=O)[nH]c2=O","ZINC000204337001",22,23
"OC[C@H]1O[C@@H](O)C[C@H]1O","ZINC000013544197",19,19
"CN1[C@H](O)NC(=O)c2c1[nH]c(=O)n2C","ZINC000204926535",24,25
"CN1[C@@H](O)NC(=O)c2c1[nH]c(=O)n2C","ZINC000204926553",24,25
"O[C@@H]1C=C[C@@H](O)[C@H](O)[C@H]1O","ZINC000013551284",20,20
"C[C@@H]1O[C@H](O)C[C@@H](O)[C@@H]1O","ZINC000013552282",22,22
"O=C1CCN\C(N1)=N\N(=O)=O","ZINC000005847788",17,17
"C[C@@H]([NH3+])C(=O)N[C@H](C)P(O)(O)=O","ZINC000037011466",25,24
"OCN1CC(=O)N(CO)C1=O","ZINC000001581605",19,19
"OCN1CC(=O)N(CO)CC1=O","ZINC000001694474",22,22
"O=C1CN[C@H]2COC[C@H]2N1","ZINC000018505950",20,21
"O=C1CNC2=C(NON2)N1","ZINC000038700948",16,17
"O=C1CN[C@@H]2COC[C@@H]2N1","ZINC000018505944",20,21
"OCN1CNCC1=O","ZINC000022010310",16,16
"O=C1CNC2(CS(=O)(=O)C2)CN1","ZINC000306145587",22,23
"O=C1CN[C@H]2COC[C@@H]2N1","ZINC000018505946",20,21
"CS(=O)(=O)C1NCCCN1","ZINC000062720662",22,22
"O=C1CN[C@@H]2COC[C@H]2N1","ZINC000018505948",20,21
"C[C@@H](NC=O)c1c[nH]c(=O)[nH]c1=O","ZINC000001755813",22,22
"O=C1CS(=O)(=O)C1","ZINC000060231332",11,11
"O=C1CSCC(=O)NCCN1","ZINC000068604673",21,21
"O[C@@H]1CC(=O)NC1=O","ZINC000059636951",13,13
"O=C1NC(=O)[C@@H]2[C@@H]1CC(=O)NC2=O","ZINC000001576450",19,20
"O=C1NC(=O)[C@H]2[C@@H]1CC(=O)NC2=O","ZINC000104218338",19,20
"OCCn1nc2NCCCn2c1=O","ZINC000016958771",25,26
"O[C@@H]([C@@H](O)[C@@H]1CO1)[C@@H]1CO1","ZINC000016951178",20,21
"OC[C@@H]1OC(=O)C[C@@H]1O","ZINC000006761039",17,17
"OC[C@H]1O[C@H](O)[C@H](CO)O[C@@H]1O","ZINC000017327719",24,24
"O[C@H]1CC(=O)NC1=O","ZINC000112937024",13,13
"O=C1NC(=O)[C@H]2[C@H]1CC(=O)NC2=O","ZINC000104218334",19,20
"C[C@H]1[C@@H](N)C(=O)N(C)C1=O","ZINC000017142525",20,20
"O=C1NC(=O)[C@@H]2[C@H]1CC(=O)NC2=O","ZINC000018141805",19,20
"OC[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O","ZINC000018043639",23,23
"OC[C@H](O)[C@H](O)[C@H](O)CO","ZINC000018068098",22,21
"ON[C@@H]1NC(=O)NC(NO)=C1F","ZINC000017139387",19,19
"ON[C@H]1NC(=O)NC(NO)=C1F","ZINC000006494768",19,19
"O[C@H]1[C@@H](O)[C@H]2C[C@@H]1[C@H](O)[C@@H]2O","ZINC000017784428",23,24
"ON[C@@H]1NC(=O)NC(NO)=C1F","ZINC000006494763",19,19
"OCN1CCN(CO)C1=O","ZINC000001688099",20,20
"OC[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O","ZINC000018067159",23,23
"ONc1cc(=O)[nH]c(=O)[nH]1","ZINC000017744692",15,15
"ON[C@H]1NC(=O)NC(NO)=C1F","ZINC000017139389",19,19
"O[C@@H](CF)[C@H](O)[C@H](O)[C@H](O)CF","ZINC000018043792",24,23
"O=C1N=c2ccccc2=NC1=O","ZINC000102292770",16,17
"O=C1NC(=O)[C@]2(CC[S@](=O)C2)N1","ZINC000225754153",20,21
"OC[C@]12O[C@H](C=C1)C1[C@@H]2C(=O)NC1=O","ZINC000005373027",23,25
"O=C1CNC(=O)[C@@H]2COCCN12","ZINC000095347587",22,23
"OC[C@H]1OCO[C@@H](CO)[C@H]1O","ZINC000018084927",23,23
"O=C1NC(=O)[C@]2(CC[S@@](=O)C2)N1","ZINC000225754110",20,21
"OC[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O","ZINC000018180982",23,23
"O[C@H]1[C@H](O)[C@@H]2C[C@H]1[C@@H](O)[C@H]2O","ZINC000018155707",23,24
"OCC1(CO)COC(=O)N1","ZINC000004726881",19,19
"OC[C@H]1O[C@@H](O)[C@H](CO)O[C@@H]1O","ZINC000018125168",24,24
"O=C1CNC(=O)[C@H]2COCCN12","ZINC000095347588",22,23
"OC[C@H]1NCCNC1=O","ZINC000020442205",19,19
"CC(C)(C)c1n[nH]c(=O)n(N)c1=O","ZINC000002002397",25,25
"O=C1NCCOC1=O","ZINC000004759522",13,13
"OC[C@@H]1NCCNC1=O","ZINC000020442200",19,19
"O=C1NCc2c1[nH]c(=O)[nH]c2=O","ZINC000001723539",17,18
"C[C@@H](O)C(=O)OCCOCCO","ZINC000001576848",26,25
"OC[C@H]1CNC(=O)NC1=O","ZINC000013511685",18,18
"C[C@@H](O)C(=O)NC(C)(CO)CO","ZINC000001712693",27,26
"OC[C@@H]1CNC(=O)NC1=O","ZINC000013511682",18,18
"O=C1NCNC11CNC1","ZINC000039095193",18,19
"O[C@H]1CNC1=O","ZINC000095348087",11,11
"OCCN1CNC(=O)NC1","ZINC000029589785",21,21
"O=C1N[C@H]2N[C@H]3NC(=O)N[C@@H]3N[C@@H]2N1","ZINC000022859090",24,26
"O=C1N[C@H]2N[C@H]3NC(=O)N[C@@H]3N[C@H]2N1","ZINC000022942313",24,26
"O=C1NNC(=O)[C@@H]2[C@@H]3O[C@@H](C=C3)[C@H]12","ZINC000001689733",21,23
"OC[C@@H]1NC(=O)[C@H]2CCCN2C1=O","ZINC000001563050",25,26
"O[C@H]1[C@@H](O)[C@@H]2C[C@H]1NC2=O","ZINC000005551567",19,20
"O[C@@H]1NC(=O)n2n1c(=O)[nH]c2=O","ZINC000001619978",16,17
"O=C1NNC(=O)[C@@H]2[C@@H]3O[C@@H](C=C3)[C@@H]12","ZINC000004742504",21,23
"O=C1N[C@@H]2N[C@H]3NC(=O)N[C@@H]3N[C@H]2N1","ZINC000035185463",24,26
"O=C1N[C@H]2N[C@H]3NC(=O)N[C@H]3N[C@H]2N1","ZINC000022942306",24,26
